"","district","indicator","value","category","unit","source1","source2"
"120","Dadu","No Of Eligible Beneficiaries",223669,"Ehsaas Cash Total","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"121","Dadu","Amount Deposited In Accounts",2684.028,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"122","Dadu","No Of Beneficiaries Paid",206537,"Ehsaas Cash Total","","indicator: Number of beneficiaries paid","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"123","Dadu","Amount Withdrawn",2487.62275,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"124","Dadu","Share Of Actual To Eligible Beneficiaries",92.3404673870764,"Ehsaas Cash Total","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"125","Dadu","Eligible Beneficiaries Relative To District Population",59.708821076198,"Ehsaas Cash Total","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"126","Dadu","Actual Beneficiaries Relative To District Population",55.1354044530745,"Ehsaas Cash Total","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"127","Dera Bugti","No Of Eligible Beneficiaries",21323,"Ehsaas Cash Total","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"128","Dera Bugti","Amount Deposited In Accounts",255.876,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"129","Dera Bugti","No Of Beneficiaries Paid",19596,"Ehsaas Cash Total","","indicator: Number of beneficiaries paid","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"130","Dera Bugti","Amount Withdrawn",236.547,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"131","Dera Bugti","Share Of Actual To Eligible Beneficiaries",91.9007644327721,"Ehsaas Cash Total","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"132","Dera Bugti","Eligible Beneficiaries Relative To District Population",34.8926094368081,"Ehsaas Cash Total","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"133","Dera Bugti","Actual Beneficiaries Relative To District Population",32.0665748029682,"Ehsaas Cash Total","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"134","Dera Ghazi Khan","No Of Eligible Beneficiaries",219154,"Ehsaas Cash Total","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"135","Dera Ghazi Khan","Amount Deposited In Accounts",2629.848,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"136","Dera Ghazi Khan","No Of Beneficiaries Paid",197504,"Ehsaas Cash Total","","indicator: Number of beneficiaries paid","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"137","Dera Ghazi Khan","Amount Withdrawn",2389.283,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"138","Dera Ghazi Khan","Share Of Actual To Eligible Beneficiaries",90.1211020560884,"Ehsaas Cash Total","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"139","Dera Ghazi Khan","Eligible Beneficiaries Relative To District Population",47.8353349125537,"Ehsaas Cash Total","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"140","Dera Ghazi Khan","Actual Beneficiaries Relative To District Population",43.1097309954142,"Ehsaas Cash Total","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"141","Dera Ismail Khan","No Of Eligible Beneficiaries",156702,"Ehsaas Cash Total","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"142","Dera Ismail Khan","Amount Deposited In Accounts",1880.424,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"143","Dera Ismail Khan","No Of Beneficiaries Paid",137386,"Ehsaas Cash Total","","indicator: Number of beneficiaries paid","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"144","Dera Ismail Khan","Amount Withdrawn",1670.441,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"145","Dera Ismail Khan","Share Of Actual To Eligible Beneficiaries",87.6734183354393,"Ehsaas Cash Total","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"146","Dera Ismail Khan","Eligible Beneficiaries Relative To District Population",58.9686856247254,"Ehsaas Cash Total","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"147","Dera Ismail Khan","Actual Beneficiaries Relative To District Population",51.6998624346756,"Ehsaas Cash Total","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"148","Faisalabad","No Of Eligible Beneficiaries",481535,"Ehsaas Cash Total","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"149","Faisalabad","Amount Deposited In Accounts",5778.42,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"150","Faisalabad","No Of Beneficiaries Paid",405352,"Ehsaas Cash Total","","indicator: Number of beneficiaries paid","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"151","Faisalabad","Amount Withdrawn",4885.5215,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"152","Faisalabad","Share Of Actual To Eligible Beneficiaries",84.1791354730186,"Ehsaas Cash Total","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"153","Faisalabad","Eligible Beneficiaries Relative To District Population",30.1981648994614,"Ehsaas Cash Total","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"154","Faisalabad","Actual Beneficiaries Relative To District Population",25.4205541410831,"Ehsaas Cash Total","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"155","FR Bannu","No Of Eligible Beneficiaries",765,"Ehsaas Cash Total","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
